Song-Name,Singer/Artists,Genre,Album/Movie,User-Rating,similarity_factor
Tu Hi Na Jaane,"Prakriti Kakkar, Sonu Nigam",Bollywood,Azhar,,0.0
Wat Wat Wat,"Arijit Singh, Shashwat Singh",BollywoodDance,Tamasha,,0.0
Tumhe Jo maine Dekha,Abhijeet,BollywoodDance,Main Hoon Na,,0.0
Masakali,Mohit Chauhan,BollywoodDance,Delhi-6,,0.0
Maahi Ve,"Sadhana Sargam, Shankar Mahadevan, Sonu Nigam, Udit Narayan",BollywoodDance,Kal Ho Naa Ho,,0.0
Hum Tumhe Kaise Bataye,"Aaman Trikha, Taraannum Mallik",BollywoodRomantic,Ekkees Toppon Ki Salaami,,0.0
Subah Subah,"Shekhar Ravjiani, Vishal Dadlani, Zubeen Garg",BollywoodDance,I See You,,0.0
Raat Ke Dhai Baje,"Earl, Kunal Ganjawala, Rekha Bhardwaj, Suresh Wadkar",BollywoodDance,Kaminey,,0.0
Kehkasha Tu Meri,Shekhar Ravjiani,BollywoodMotivational,Akira,,0.0
Besabriyaan,Armaan Malik,Bollywood,M.S. Dhoni,,0.0
Drama Queen,"Shreya Ghoshal, Vishal Dadlani",BollywoodDance,Hasee Toh Phasee,,0.0
Lets Celebrate,Imran Khan,BollywoodDance,Tevar,,0.0
Phir Wahi,Arijit Singh,BollywoodSad,Jagga Jasoos,,0.0
Stay A Little Longer,Anushka Shahaney,BollywoodSad,Half Girlfriend,,0.0
Tu Hi Haqeeqat,"Irshan Ashraf, Javed Ali, Shadaab Faridi",BollywoodRomantic,Tum Mile,,0.0
Labon Ko,K.K.,BollywoodRomantic,Bhool Bhulaiyaa,,0.0
Nainowale Ne,Neeti Mohan,BollywoodRomantic,Padmaavat,,0.0
Alfazon Ki Tarah (Unplugged),"Ankit Tiwari, John Abraham, Shreya Ghoshal",BollywoodSad,Rocky Handsome,,0.0
I Feel Good,"Shilpa Rao, Vishal Dadlani",BollywoodDanceRomantic,Anjaana Anjaani,,0.0
Yeh Kaisi Jagah,"Deepali Sathe, Zubeen Garg",BollywoodSad,Hamari Adhuri Kahani,,0.0
Muskaanein Jhooti Hai,Suman Sridhar,BollywoodRomantic,Talaash,,0.0
Yaara Yaara,"Alka Yagnik, Udit Narayan",BollywoodDance,Hum Tum,,0.0
Allah Hafiz,K.K.,BollywoodDance,Bhool Bhulaiyaa,,0.0
Ali Maula,Salim Merchant,BollywoodMotivational,Kurbaan,,0.0
Sadka,"Mahalakshmi Iyer, Suraj Jagan",Bollywood,I Hate Luv Story,,0.0
Desi Look (Remix),Kanika Kapoor,BollywoodDance,Ek Paheli Leela,,0.0
Tum Bin,Shreya Ghoshal,BollywoodSad,Sanam Re,,0.0
Tu Jo Hain,Ankit Tiwari,BollywoodRomanticSad,Mr. X,,0.0
Aadat,"Jubin Nautiyal, Raftaar, Shirley Setia",BollywoodRomantic,Passengers,,0.0
Musafir,Tushar Joshi,BollywoodRomantic,Jagga Jasoos,,0.0
Agar Tu Hota,Ankit Tiwari,BollywoodSad,Baaghi,,0.0
Pehla Nasha Once Again,"Jubin Nautiyal, Palak Muchhal",BollywoodRomantic,Yoodlee film  Kuchh Bheege Alfaaz,,0.0
Shikayatein,Amit Trivedi,BollywoodSad,Lootera,,0.0
Mera Rang De Basanti,"Manmohan Waris, Sonu Nigam",BollywoodPatriotic,The Legend Of Bhagat Singh,,0.0
Tere Liye,Ankit Tiwari,BollywoodRomantic,Sanam Re,,0.0
Freak Out,"Aditi Singh Sharma, Joi Barua",BollywoodDance,Love Ka The End,,0.0
Nazam Nazam,"Arko, Ayushman Khurana",BollywoodRomance,Bareilly Ki Barfi,,0.0
Jane Kyun,"Alka Yagnik, Udit Narayan",BollywoodRomantic,Dil Chahta Hai,,0.0
Tinka Tinka,Alisha Chinai,BollywoodRomantic,Karam,,0.0
Main Chali,"Naresh Iyer, Shreya Ghoshal",BollywoodDance,Force,,0.0
Tum Mile,Neeraj Shridhar,BollywoodRomantic,Tum Mile,,0.0
Aa Zara,Sunidhi Chauhan,BollywoodRomantic,Murder 2,,0.0
Chalo Ek Bar Phir Se,Mahendra Kapoor,BollywoodSad,Gumrah,,0.0
Dil Ye Dancer Ho Gaya,Atif Aslam,Bollywood,Actor In Law,,0.0
Ainvayi Ainvayi (Dilli Club Mix),"Abhijit Vaghani, Master Saleem, Sunidhi Chauhan",BollywoodDance,Band Baaja Baaraat,,0.0
Main Hoon Na,Abhijeet,BollywoodSad,Main Hoon Na,,0.0
Chhil Gaye Naina,"Dipanshu Pandit, Kanika Kapoor",BollywoodSad,NH 10,,0.0
Ye Tune Kya Kiya,Javed Bashir,BollywoodRomantic,Once Upon A Time In Mumbaai Dobara,,0.0
Yaadan Teriyan,Himesh Reshammiya,BollywoodSad,Dil Diya Hai,,0.0
Ay Hairathe,"A.R. Rahman, Alka Yagnik, Hariharan, Mohammed Aslam",BollywoodRomantic,Guru,,0.0
Tumko To Aana Hi Tha,"Armaan Malik, Marianne D'Cruz",BollywoodRomantic,Jai Ho,,0.0
Dekhte Dekhte,Atif Aslam,BollywoodRomantic,Batti Gul Meter Chalu,,0.0
Mar Jaava,"Merchant, Shruti Pathak",BollywoodSensual,Faraar,,0.0
Rehnuma,"Inder Bawra, Shreya Ghoshal",BollywoodRomanticSad,Rocky Handsome,,0.0
Sooraj Ki Baahon Mein,"Clinton Cerejo, D Cerejo, Loy Mendonsa",BollywoodDance,Zindagi Na Milegi Dobara,,0.0
Subhanallah,"Shilpa Rao, Sreerama Chandra Mynampati",BollywoodRomantic,Yeh Jawaani Hai Deewani,,0.0
Halka Halka,"Ram Sampath, Shreya Ghoshal, Sonu Nigam",BollywoodDanceRomantic,Raees,,0.0
Main Kya Hoon,KK,BollywoodDance,Love Aj Kal,,0.0
Nadaan Parindey,A.R. Rahman,BollywoodSad,Rockstar,,0.0
Whats Going On?,"Kunal Ganjawala, Sunidhi Chauhan",BollywoodDance,Salaam Namaste,,0.0
Ilahi,Arijit Singh,BollywoodDance,Yeh Jawaani Hai Deewani,,0.0
Ikk Kudi,Diljit Dosanjh,BollywoodRomantic,Udta Punjab,,0.0
Teri Dhoom Har Kahin,Mohammed Rafi,BollywoodDance,Kala Bazar,,0.0
Tu Itni Khoobsurat Hai,Rahat Fateh Ali Khan,BollywoodSad,Barkhaa,,0.0
Dil Ye Ladaku,Monali Thakur,BollywoodRomantic,Saala Khadoos,,0.0
Kandhon Se Milte Hain Kandhe,"Hariharan, Kunal Ganjawala, Roop Kumar Rathod, Shankar Mahadevan, Sonu Nigam, Vijay Prakash",BollywoodPatriotic,Lakshya,,0.0
Blue (Theme),"Dilshad, Jaspeert Singh, Neha Kakkar, Raqeeb Aalam, Sonu Kakkar",BollywoodDance,Blue,,0.0
Tera Saath Ho,Falak Shabir,BollywoodRomantic,7 Welcome To London,,0.0
Vele,"Shekhar Ravjiani, Vishal Dadlani",BollywoodDance,Student of the Year,,0.0
Raabta,"Arijit Singh, Hamsika, Joi",BollywoodRomantic,Agent Vinod,,0.0
Mere Gully Mein,Ranveer Singh,BollywoodDance,Gully Boy,,0.0
Premika,"Benny Dayal, Kanika Kapoor",BollywoodDance,Dilwale,,0.0
Haule Haule (Remix),"Hard Kaur, Sukhwinder Singh",BollywoodDance,Rab Ne Bana Di Jodi,,0.0
Kal Ho Naa Ho Title Track,Sonu Nigam,BollywoodSad,Kal Ho Naa Ho,,0.0
Enna Sona,"A.R. Rahman, Arijit Singh",BollywoodRomantic,Ok Jaanu,,0.0
Follow Me,Hard Kaur,BollywoodDance,Ajab Prem Ki Ghazab Kahani,,0.0
Yaar De Viah,"Gurdas Maan, Mika Singh",BollywoodDance,Chak Jawana,,0.0
Kabhi Khushboo,K.K.,BollywoodSad,Saaya,,0.0
Dil Meri Na Sune,Atif Aslam,BollywoodRomantic,Genius,,0.0
Nahin Saamne Tu,"Hariharan, Sukhwinder Singh",BollywoodRomantic,Taal,,0.0
Albela Sajan,"Kanika Joshi, Kunal Pandit, Prithvi Gandharva, Rashi Raagga, Shashi Suman",BollywoodDance,Bajirao Mastani,,0.0
Mitwa,"Caralisa Monteiro, Shafqat Amanat Ali, Shankar Ehsaan Loy, Shankar Mahadevan",BollywoodDance,Kabhi Alvida Naa Kehna,,0.0
Dil Na Jaane Kyun,"Anushka Manchanda, Atif Aslam",BollywoodDance,Jayantabhai Ki Luv Story,,0.0
Hum Ko Maaloom Hain,"Sadhana Sargam, Sonu Nigam",BollywoodRomantic,Jaan-E-Mann,,0.0
Pe.. Pe.. Pepein (Version 2),"Hard Kaur, Master Saleem, Neeraj Shridhar, Tulsi Kumar",BollywoodDance,Chance Pe Dance,,0.0
Mai Ri Mai,Harshdeep Kaur,BollywoodSad,Parched,,0.0
Hey Ya I See You Walking,"Loy Mendonsa, Shankar Mahadevan",BollywoodDance,Karthik Calling Karthik,,0.0
Tera Deedar Hua,Rahat Fateh Ali Khan,BollywoodRomantic,Jannat 2,,0.0
Pakeezah,Gulraj Singh,Bollywood,Ungli,,0.0
Pretty Woman,"Ravi Khote, Shankar Mahadevan",BollywoodDance,Kal Ho Naa Ho,,0.0
Afeemi,"Jigar Saraiya, Sanah Moidutty",BollywoodRomantic,Meri Pyaari Bindu,,0.0
Salaam E Ishq,"Kunal Ganjawala, Sadhana Sargam, Shankar, Shreya Ghosal, Sonu Nigam",BollywoodDance,Salaam-E-Ishq,,0.0
Laal Ishq,Arijit Singh,BollywoodSad,Goliyon Ki Rasleela Ram-leela,,0.0
Behka,Vibha Saraf,BollywoodDance,High Jack,,0.0
Phir Mulaaqat,Jubin Nautiyal,BollywoodRomantic,Cheat India,,0.0
Kharaa Kharaa,Sonu Kakkar,BollywoodRomance,Fever,,0.0
Mitra,"Amitabh Bhattacharya, Salim Merchant",BollywoodSad,Band Baaja Baaraat,,0.0
Mera Yaar,Javed Bashir,BollywoodRomantic,Bhaag Milkha Bhaag,,0.0
Om Mangalam,"Nindy Kaur, RDB",BollywoodDance,Kambakkht Ishq,,0.0
Tu,Kumar Sanu,Bollywood,Dum Laga Ke Haisha,,0.0
Ik Tu Hi Tu Hi,Hans Raj Hans,BollywoodDevotional,Mausam,,0.0
Mujhe Dekhkar Aap Ka Muskurana,Mohammed Rafi,BollywoodRomantic,Ek Musafir Ek Hasina,,0.0
Thoda Aur,"Arijit Singh, Palak Muchhal",BollywoodRomantic,Ranchi Diaries,,0.0
Chahoon Bhi,"Bombay Jayashri, Karthik",BollywoodRomantic,Force,,0.0
Samjho Ho Hi Gaya,"Arshad Warsi, Sanjay Dutt, Vinod Rathod",BollywoodDance,Lage Raho Munna Bhai,,0.0
Dil Chahta Hai,Shankar Mahadevan,BollywoodDance,Dil Chahta Hai,,0.0
Khul Kabhi Toh,Arijit Singh,BollywoodRomantic,Haider,,0.0
Aai Pappi  Tu Hai Meri Soniye,Neeraj Shridhar,BollywoodDance,Kismat Konnection,,0.0
Kudiye Ni Tere,"Shivangi Bhayana, Udit Narayan",BollywoodRomantic,Happy Phir Bhaag Jayegi,,0.0
Dhoom Again,"Dominique Crezo, Vishal Dadlani",BollywoodDance,Dhoom 2,,0.0
Paniyon Sa,"Atif Aslam, Tulsi Kumar",BollywoodRomantic,Satyameva Jayate,,0.0
Meri Aashiqui Ab Tum Hi Ho,"Arijit Singh, Palak Muchhal",BollywoodRomanticSad,Aashiqui 2,,0.0
Pehli Nazar Mein,Atif Aslam,BollywoodRomantic,Race,,0.0
Uff,"Benny Dayal, Harshdeep Kaur",BollywoodDance,Bang bang,,0.0
Khoya Khoya Chand Khula Aasman,Mohammed Rafi,BollywoodRomantic,Kala Bazar,,0.0
Dil Kyun Yeh Mera,K.K.,BollywoodRomantic,Kites,,0.0
Aashayein,"KK, Salim Merchant",BollywoodMotivational,Iqbal,,0.0
Titli,"Chinmayi Sripaada, Gopi Sunder",BollywoodRomantic,Chennai Express,,0.0
Pani Da Rang,Ayushman Khurana,BollywoodRomance,Vicky Donor,,0.0
Ajnabi Shehar,Sonu Nigam,BollywoodRomantic,Jaan-E-Mann,,0.0
Tere Ho Ke Rahenge,Arijit Singh,BollywoodRomantic,Raja Natwarlal,,0.0
O Humdum Suniyo Re,"K.K., Kunal, Pravin Mani, Shaan",BollywoodDance,Saathiya,,0.0
Khudaya Ve Ishq Hai Kaisa,Salim Merchant,BollywoodSad,Luck,,0.0
Char Baj Gaye (Party Abhi Baaki Hai),Hard Kaur,BollywoodDance,F.A.L.T.U,,0.0
Mere Maula,"Kailash Kher, Richa Sharma",BollywoodSad,Khakee,,0.0
Gulabi,"Jigar Saraiya, Priya Saraiya",BollywoodDance,Shuddh Desi Romance,,0.0
Aanchal Men Saja Lena,Mohammed Rafi,BollywoodRomantic,Phir Wohi Dil Laya Hoon,,0.0
Dus Bahane,"K.K., Shaan",BollywoodDance,Dus,,0.0
Baatein Ye Kabhi Na (Female),Palak Muchhal,BollywoodRomantic,Khamoshiyan,,0.0
Jaane Kahan Mera Jigar Gaya Ji,"Geeta Dutt, Mohammed Rafi",BollywoodRomantic,Mr. and Mrs. 55,,0.0
Socha Hai,"Jubin Nautiyal, Neeti Mohan",BollywoodRomantic,Baadshaho,,0.0
Daag,Sukhwinder Singh,BollywoodSad,Bhoomi,,0.0
Main Tera Dhadkan Teri,"Hard Kaur, K.K., Sunidhi Chauhan",BollywoodDance,Ajab Prem Ki Ghazab Kahani,,0.0
Aap Se Milkar,"Aakanksha Sharma, Ayushmann Khurrana",BollywoodRomantic,Andha Dhun,,0.0
Main Nai Jaana Pardes,Shafqat Amanat Ali,BollywoodSad,Tevar,,0.0
Je Taime,"Sunidhi Chauhan, Vishal Dadlani",Bollywood,Befikre,,0.0
La La La (Baazaar),"Bilal Saeed, Neha Kakkar",BollywoodDanceRomantic,Baazaar,,0.0
Lag Ja Gale,Rahat Fateh Ali Khan,BollywoodRomantic,Bhoomi,,0.0
Dil Me Kayi Armaan,Aaman Trikha,BollywoodSad,Yeh Hai Judgement Hanged Till Death,,0.0
Bandeyaa,Jubin Nautiyal,BollywoodSad,Jazbaa,,0.0
Nachle Na,"Guru Randhawa, Neeti Mohan",BollywoodDance,Dil Juunglee,,0.0
The Disco Song (Remix),"Benny Dayal, Salim Merchant, Shahid Mallaya, Sunidhu Chauhan, Udit Narayan",BollywoodDance,Student of the Year,,0.0
Cocktail Mashup,Multiple,BollywoodDance,Cocktail,,0.0
Aye Khuda (Duet),"Rahat Fateh Ali Khan, Shreya Ghoshal",BollywoodSad,Rocky Handsome,,0.0
Flip Your Collar Back,Benny Dayal,BollywoodDance,Raja Natwarlal,,0.0
Mere Sang,Sunidhi Chauhan,BollywoodRomantic,New York,,0.0
Ratta Maar,"Shefali Alvares, Vishal Dadlani",Bollywood,Student of the Year,,0.0
Main Kaun Hoon,Meghna Mishra,BollywoodSad,Secret Superstar,,0.0
Jaana Hai,Zubeen Garg,BollywoodDance,Dum Maaro Dum,,0.0
Hamdard,Arijit Singh,BollywoodRomantic,Ek Villain,,0.0
Dil Dhadakne Do,"Joi Barua, Shankar Mahadevan, Suraj Jagan",Bollywood,Zindagi Na Milegi Dobara,,0.0
Dil Se Re,"A.R. Rahman, Anupama Deshpande, Anuradha Sriram",BollywoodRomantic,Dil Se,,0.0
Roja Jaaneman,Hariharan,BollywoodRomantic,Roja,,0.0
Woh Pehli Baar,Shaan,BollywoodRomantic,Pyaar Mein Kabhi Kabhi,,0.0
Dhat Teri Ki,"Aditi Singh Sharma, Sanam Puri",BollywoodDance,Dhat Teri Ki,,0.0
Baawre,"Loy Mendonsa, Shankar Mahadevan",BollywoodDance,Luck By Chance,,0.0
Yeh Ladka Hai Deewana,"Alka Yagnik, Udit Narayan",BollywoodDance,Kuch Kuch Hota Hai,,0.0
Maana Ke Hum Yaar Nahin,Parineeti Chopra,BollywoodRomantic,Meri Pyaari Bindu,,0.0
Tu Meri,Vishal Dadlani,BollywoodDanceRomantic,Bang bang,,0.0
Mahi Mennu Nahi Karna,Labh Janjua,BollywoodDance,Dev D,,0.0
Yeh Jawaani Hai Deewani (Mashup),"Arijit Singh, Mohit Chauhan",BollywoodDance,Yeh Jawaani Hai Deewani,,0.0
Tu Mera Bhai Nahi Hai,"Gandhharv Sachdeav, Raftaar",Bollywood,Fukrey Returns,,0.0
Hasi,Ami Mishra,BollywoodRomanticSad,Hamari Adhuri Kahani,,0.0
Good Man Di Laaltein,"Sukhwinder Singh, Sunidhi Chauhan",BollywoodDance,Soorma,,0.0
Ik Junoon,Vishal Dadlani,BollywoodDance,Zindagi Na Milegi Dobara,,0.0
Gilehriyaan,Jonita Gandhi,Bollywood,Dangal,,0.0
Aayat,"Altamash Faridi, Arijit Singh, Farhan Sabri, Mujtaba Aziz Naza, Shadab",BollywoodSad,Bajirao Mastani,,0.0
Jab Tak Hai Jaan Mashup,Multiple,BollywoodDance,Jab Tak Hai Jaan,,0.0
Judaai,Falak Shabir,BollywoodSad,I Love New Year,,0.0
Zinda Rehti Hain Mohabbatein,"Lata Mangeshkar, Udit Narayan",BollywoodSad,Mohabbatein,,0.0
Haawa Haawa,Mohit Chauhan,BollywoodDance,Rockstar,,0.0
Dum Dum,"Romy, Vivek Hariharan",BollywoodRomantic,Phillauri,,0.0
Mere Samne Wali Khidki Mein,Kishore Kumar,BollywoodDanceRomantic,Padosan,,0.0
Khwab Dekhe Sexy Lady,"Monali Thakur, Neeraj Shridhar",BollywoodDance,Race,,0.0
Safarnama,Lucky Ali,BollywoodDance,Tamasha,,0.0
Chali Kahani,"Haricharan, Haripriya, Sukhwinder Singh",BollywoodDance,Tamasha,,0.0
Kaisi Hai Ye Udaasi,Kailash Kher,BollywoodSad,Karthik Calling Karthik,,0.0
Phir Se,"Nikhil Dsouza, Shreya Ghoshal",Bollywood,Phir Se,,0.0
Sehra,Ankit Tiwari,BollywoodRomantic,Do Lafzon Ki Kahani,,0.0
Saiyyan,"Aaman Trikha, Swati Sharma",BollywoodRomantic,1:13:7 Ek Tera Saath,,0.0
Jaage Hain,"A.R. Rahman, K. S. Chithra",BollywoodSad,Guru,,0.0
Banjaara,"Mohammed Irfan, Shashaa Tirupati",BollywoodRomantic,Ek Villain,,0.0
Apni To Har Aah,Mohammed Rafi,BollywoodSad,Kala Bazar,,0.0
Mast Kalandar,"Master Saleem, Rehan Khan, Sajid Khan",BollywoodDance,Heyy Baby,,0.0
Saale Sapne,Mohit Chauhan,Bollywood,Padman,,0.0
Sun Soniye,"Antara Mitra, Mohammed Irfan",BollywoodRomantic,Ajab Gazabb Love,,0.0
Nazar Mein Hai Chehra,Lucky Ali,BollywoodDance,Good Luck,,0.0
Rangdaari,"Arko, Navraj Hans",BollywoodSad,Daas Dev,,0.0
Mere Bina Tu (Duet Version),"Harshdeep Kaur, Pritam",BollywoodSad,Phata Poster Nikhla Hero,,0.0
Aa Bhi Ja Sanam,Atif Aslam,BollywoodSad,Prince,,0.0
Zindagi Tujhse Kya Karen Shikvey,Amit Mishra,BollywoodSad,Zindagi Yeh Zindagi,,0.0
Khwaab Ho Tum Ya Koi,Kishore Kumar,BollywoodRomantic,Teen Deviyan,,0.0
Heer,"Arijit Singh, Harshdeep Kaur",BollywoodDance,Yeh Jawaani Hai Deewani,,0.0
Jogi Mahi,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh",BollywoodDance,Bachna Ae Haseeno,,0.0
Kudi Tu Butter,Yo Yo Honey Singh,BollywoodDance,Bajatey Raho,,0.0
Hum Tum,"Alka Yagnik, Babul Supriyo",BollywoodRomantic,Hum Tum,,0.0
Shiddat,Armaan Malik,BollywoodSad,Sweetiee Weds NRI,,0.0
Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh",BollywoodDance,Chak De India,,0.0
Silsila Ye Chaahat Ka,Shreya Ghoshal,BollywoodRomantic,Devdas,,0.0
Tu Hi Meri Shab Hai,K.K.,BollywoodRomantic,Gangster,,0.0
Toh Dishoom,"Raftaar, Shahid Mallya",BollywoodDance,Dishoom,,0.0
Ladki Kyon Na Jane Kyon,"Alka Yagnik, Shaan",BollywoodDance,Hum Tum,,0.0
Ishq Hua,"Shreya Ghoshal, Sonu Nigam",BollywoodRomantic,Aaja Nachle,,0.0
Hu Ba Hu,Amit Trivedi,BollywoodDance,Padman,,0.0
Kapoor & Sons (Mashup),Multiple,BollywoodDance,Kapoor & Sons,,0.0
Koi Yeh Kaise Bataye,Jagjit Singh,BollywoodSad,Arth,,0.0
Main Tujhse Pyaar Nahin Karta,Papon,BollywoodSad,Baby,,0.0
Daawat e Ishq,"Javed Ali, Sunidhi Chauhan",BollywoodDance,Daawat e Ishq,,0.0
Tumhen Muhabbat Hai Humne Mana,"Asha Bhosle, Mohammed Rafi",BollywoodRomantic,Ek Musafir Ek Hasina,,0.0
Main Koi Aisa Geet,Abhijeet,BollywoodDance,Yes Boss,,0.0
Tum Ho Mera Pyar,"K.K., Suzanne D'Mello",BollywoodRomantic,Haunted,,0.0
Kahin Door Jab Din Dhal Jaye,Mukesh,BollywoodRomantic,Anand,,0.0
Mere Haath Mein,"Sonu Nigam, Sunidhi Chauhan",BollywoodRomantic,Fanaa,,0.0
Be Intehaan,"Atif Aslam, Sunidhi Chauhan",BollywoodRomantic,Race 2,,0.0
Aa Tayar Hoja,Sunidhi Chauhan,BollywoodDance,Asoka,,0.0
Le Jaa,Pankaj Awasthi,BollywoodSad,Karam,,0.0
Ya Rabba,Kailash Kher,BollywoodSad,Salaam-E-Ishq,,0.0
Nikamma,Rahat Fateh Ali Khan,Bollywood,3 Dev,,0.0
Maa Da Laadla,Master Saleem,BollywoodDance,Dostana,,0.0
Raat Ka Nasha,K. S. Chithra,BollywoodDance,Ashoka,,0.0
Humko Pyaar Hua,"K.K., Tulsi Kumar",BollywoodRomantic,Ready,,0.0
Rock N Roll Soniye,"Mahalakshmi Iyer, Shaan, Shankar Ehsaan Loy, Shankar Mahadevan",BollywoodDance,Kabhi Alvida Naa Kehna,,0.0
Alisha,"Anushka Manchanda, Salim Merchant",BollywoodDance,Pyaar Impossible,,0.0
Dil Ashkon Mein,"Sonu Kakkar, Tony Kakkar",BollywoodRomance,Fever,,0.0
Rangreli,"Shreya Ghoshal, Wajid",BollywoodDance,Daawat e Ishq,,0.0
Samjhawan,"Arijit Singh, Shreya Ghoshal",BollywoodSad,Humpty Sharma Ki Dulhania,,0.0
Koi Fariyaad,Jagjit Singh,BollywoodSad,Tum Bin,,0.0
Meer-E-Kaarwan,"Amit Mishra, Neeti Mohan",BollywoodSad,Lucknow Central,,0.0
Enu Naam Che Raees,Tarannum Mallik,BollywoodDance,Raees,,0.0
Gori Gori Gori Gori,"Anu Malik, Shreya Ghosal, Sunidhi Chauhan",BollywoodRomantic,Main Hoon Na,,0.0
Khuda Jaane,"K.K., Shilpa Rao",BollywoodRomantic,Bachna Ae Haseeno,,0.0
Tu Jahaan,Sonu Nigam,BollywoodRomanticSad,Salaam Namaste,,0.0
Gori Gori,"Anu Malik, K.K., Shreya Ghoshal, Sunidhi Chauhan",BollywoodDance,Main Hoon Na,,0.0
Kyun (Duet),"Shaan, Shreya Ghoshal",BollywoodSad,Kambakkht Ishq,,0.0
Piya Milenge,Sukhwinder Singh,BollywoodSad,Raanjhanna,,0.0
Aye Dil Laaya Hai Bahaar,"Hariharan, Kavita Krishnamurthy",BollywoodDance,Kya Kehna,,0.0
Saadda Haq,Mohit Chauhan,BollywoodDance,Rockstar,,0.0
Pareshaan,Shalmali Kholgade,BollywoodRomantic,Ishaqzaade,,0.0
Wo Ladki Jo Sabse,Abhijeet,BollywoodDance,Baadshah,,0.0
Gale Lag Ja,"Banjyotsna, Javed Ali",BollywoodDanceSensual,De Dana Dan,,0.0
Hip Hop Pammi,"Mika Singh, Monali Thakur",BollywoodDance,Ramaiya Vastavaiya,,0.0
I Love You,"Ash King, Clinton Cerejo",BollywoodRomantic,Bodyguard,,0.0
Main Yahaan Hoon,Udit Narayan,BollywoodDance,Veer Zaara,,0.0
Roshni Se,"Abhijeet, Alka Yagnik",BollywoodRomantic,Asoka,,0.0
Tu Hi Hai,Armaan Malik,BollywoodRomantic,Jagga Jasoos,,0.0
Yeh Ishq Hai,Shreya Ghoshal,BollywoodDance,Jab We Met,,0.0
Sajna Ve Sajna,Sunidhi Chauhan,BollywoodDance,Chameli,,0.0
My Dil Goes Mmmm,"Gayatri Iyer, Shaan",BollywoodRomantic,Salaam Namaste,,0.0
Yeh Hum Aa Gaye Hain Kahaan,"Lata Mangeshkar, Udit Narayan",BollywoodRomantic,Veer Zaara,,0.0
Rang De Basanti,"Daler Mehndi, K. S. Chithra",BollywoodDancePatriotic,Rang De Basanti,,0.0
Boond Boond,Ankit Tiwari,BollywoodSad,Roy,,0.0
Mere Khayalon Ki Malika,Abhijeet,BollywoodRomance,Josh,,0.0
Suno Aisha,"Amit Trivedi, Ash King, Nakash Aziz",BollywoodDance,Aisha,,0.0
Yun Hi Chala Chal,"Hariharan, Kailash Kher, Udit Narayan",BollywoodDance,Swades,,0.0
Dooriyan,Mohit Chauhan,BollywoodSad,Love Aj Kal,,0.0
Yeh Zindagi Ka Mausam,"Asha Bhosle, Mohammed Rafi",BollywoodDance,Ghunghat,,0.0
Dhoom Tana,"Abhijeet, Shreya Ghoshal",BollywoodDance,Om Shanti Om,,0.0
Rang Se Hui,Kaushiki Chakraborty,BollywoodDance,Gulaab Gang,,0.0
Nain Phisal Gaye,Payal Dev,BollywoodRomantic,Welcome To New York,,0.0
Pyar Ki Raahen,Shaan,BollywoodSad,Bewafaa,,0.0
Aate Jaate Jo Milta Hai,"Alka Yagnik, Sonu Nigam",BollywoodDance,Har Dil Jo Pyar Karega,,0.0
Koi Kahe Kehta Rahe,"K.K., Shaan, Shankar Mahadevan",BollywoodDance,Dil Chahta Hai,,0.0
Ab Ke Baras Bhejo Bhaiya,Asha Bhosle,BollywoodSad,Bandini,,0.0
Hoshwalon Ko Khabar Kya,Jagjit Singh,BollywoodSad,Sarfarosh,,0.0
Its the Time to Disco,"K.K., Loy Mendonsa, Shaan, Vasundhara Das",BollywoodDance,Kal Ho Naa Ho,,0.0
Jiya Jale,"Lata Mangeshkar, M.G. Sreekumar",BollywoodDance,Dil Se,,0.0
Moh Moh Ke Dhaage,"Monali Thakur, Papon",BollywoodSad,Dum Laga Ke Haisha,,0.0
Chalak Chalak,"Shreya Ghoshal, Udit Narayan, Vinod Rathod",BollywoodDance,Devdas,,0.0
Sajde,"Arijit Singh, Gulzar, Nihira Joshi Deshpande",BollywoodRomantic,Kill Dil,,0.0
Tere Naal Ishqa,Kailash Kher,BollywoodSad,Shivaay,,0.0
Ishq Shava,"Raghav Mathur, Shilpa Rao",BollywoodDance,Jab Tak Hai Jaan,,0.0
Ishq Risk,Rahat Fateh Ali Khan,BollywoodRomantic,Mere Brother Ki Dulhan,,0.0
Chhan Ke Mohalla,"Ritu Pathak, Sunidhi Chauhan",BollywoodDance,Action Replayy,,0.0
Kaun Nachdi,"Guru Randhawa, Neeti Mohan",BollywoodDance,Sonu Ke Titu Ki Sweety,,0.0
Daaru Desi,"Benny Dayal, Shalmali Kholgade",BollywoodDance,Cocktail,,0.0
Buddhu Sa Mann,"Amaal Mallik, Armaan Malik",BollywoodDance,Kapoor & Sons,,0.0
Sun Zara,Adnan Sami,BollywoodRomantic,Lucky,,0.0
Fugly Fugly Kya Hai,Yo Yo Honey Singh,BollywoodDance,Fugly,,0.0
Tum Tak,"A.R. Rahman, A.V. Pooja, Javed Ali, Kirti Sagathia",BollywoodDanceRomantic,Raanjhanaa,,0.0
Get Up Jawani,"Badshah, Yo Yo Honey Singh",BollywoodDance,International Villager,,0.0
Chhaliya,"Piyush Mishra, Sunidhi Chauhan",Bollywood,Tashan,,0.0
